"order_id","order_date","order_priority","ship_date","shipping_delay","ship_mode","shipping_cost","customer_id","customer_name","segment","customer_tenure","payment_method","country","state","city","postal_code","region","product_id","product_name","category","sub_category","product_rating","marketing_channel","quantity","return_status","discount","sales","profit","profit_margin","discount_reason"
"US-2017-136868","2017-10-06","Low","2017-10-12",6,"Standard Class","41.07","CR-12820","Cyra Reiten","Home Office","New","UPI","United States","New York","New York City","10035","East","TEC-AC-10001539","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","Technology","Accessories","2","Email",4,"No","0","319.96","115.1856","36","No Discount"
"US-2014-106334","2014-12-27","Low","2015-01-02",6,"Standard Class","1.91","JF-15490","Jeremy Farry","Consumer","Returning","Credit Card","United States","California","San Francisco","94122","West","OFF-PA-10003657","Xerox 1927","Office Supplies","Paper","3","Ads",3,"No","0","12.84","5.778","44.99999999999999","No Discount"
"CA-2014-127936","2014-09-02","Low","2014-09-04",2,"First Class","1.69","CL-12565","Clay Ludtke","Consumer","Returning","Credit Card","United States","New York","New York City","10009","East","OFF-AR-10002445","SANFORD Major Accent Highlighters","Office Supplies","Art","4","Direct",3,"No","0","21.24","8.0712","38","No Discount"
"CA-2016-143714","2016-05-23","High","2016-05-27",4,"Standard Class","0.87","CC-12370","Christopher Conant","Consumer","New","Credit Card","United States","Pennsylvania","Philadelphia","19120","East","OFF-BI-10004308","Avery Legal 4-Ring Binder","Office Supplies","Binders","3","Referral",1,"No","0.7","6.294","-4.196","-66.66666666666666","Clearance"
"CA-2017-132262","2017-09-21","Critical","2017-09-23",2,"First Class","6.65","ML-18265","Muhammed Lee","Consumer","New","Credit Card","United States","Washington","Seattle","98103","West","TEC-AC-10000158","Sony 64GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","1","Email",2,"No","0","71.98","15.1158","21","No Discount"
"CA-2016-145583","2016-10-13","Medium","2016-10-19",6,"Standard Class","7.06","LC-16885","Lena Creighton","Consumer","Returning","Net Banking","United States","California","Roseville","95661","West","OFF-BI-10004781","GBC Wire Binding Strips","Office Supplies","Binders","4","Referral",3,"No","0.2","76.176","26.6616","35","Promo"
"CA-2016-121377","2016-05-28","Medium","2016-06-02",5,"Standard Class","32.13","TN-21040","Tanja Norvell","Home Office","New","Cash on Delivery","United States","Illinois","Park Ridge","60068","Central","TEC-PH-10001817","Wilson Electronics DB Pro Signal Booster","Technology","Phones","5","Ads",1,"No","0.2","286.4","25.06","8.75","Promo"
"CA-2016-146521","2016-07-21","Medium","2016-07-23",2,"Second Class","0.23","CC-12610","Corey Catlett","Corporate","New","Cash on Delivery","United States","Pennsylvania","Philadelphia","19134","East","OFF-BI-10000301","GBC Instant Report Kit","Office Supplies","Binders","1","Direct",1,"No","0.7","1.941","-1.294","-66.66666666666666","Clearance"
"CA-2014-149020","2014-01-10","Medium","2014-01-15",5,"Standard Class","0.26","AJ-10780","Anthony Jacobs","Corporate","Returning","Net Banking","United States","Virginia","Springfield","22153","South","OFF-LA-10004272","Avery 482","Office Supplies","Labels","2","Referral",1,"Yes","0","2.89","1.3583","47","No Discount"
"CA-2016-108105","2016-02-16","Low","2016-02-23",7,"Standard Class","0.8","GW-14605","Giulietta Weimer","Consumer","New","Credit Card","United States","Kentucky","Henderson","42420","South","OFF-BI-10002412","Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders","Office Supplies","Binders","3","Social Media",1,"No","0","5.8","2.61","45","No Discount"
"CA-2014-136399","2014-12-16","Medium","2014-12-17",1,"First Class","57.31","CC-12100","Chad Cunningham","Home Office","Returning","Credit Card","United States","California","Los Angeles","90049","West","TEC-PH-10004977","GE 30524EE4","Technology","Phones","3.8333333333333335","Referral",4,"No","0.2","627.168","70.5564","11.249999999999998","Promo"
"US-2015-112508","2015-03-24","High","2015-03-30",6,"Standard Class","0.44","BP-11185","Ben Peterman","Corporate","Returning","Net Banking","United States","Florida","Coral Springs","33065","South","OFF-AP-10002287","Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags","Office Supplies","Appliances","2","Email",2,"No","0.2","6.992","0.5244","7.5","Promo"
"CA-2017-152093","2017-09-10","Low","2017-09-15",5,"Standard Class","69.95","SN-20560","Skye Norling","Home Office","Returning","Net Banking","United States","Illinois","Chicago","60653","Central","OFF-BI-10003527","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","Office Supplies","Binders","1","Social Media",3,"No","0.8","762.594","-1143.891","-150","Clearance"
"CA-2017-150910","2017-12-22","High","2017-12-28",6,"Standard Class","6.89","JL-15130","Jack Lebron","Consumer","Returning","Cash on Delivery","United States","Tennessee","Jackson","38301","South","TEC-AC-10001013","Logitech ClearChat Comfort/USB Headset H390","Technology","Accessories","1","Email",2,"No","0.2","46.864","7.6154","16.25","Promo"
"CA-2016-108616","2016-09-29","High","2016-10-03",4,"Standard Class","24.39","JK-15730","Joe Kamberova","Consumer","Returning","Credit Card","United States","Alabama","Mobile","36608","South","TEC-AC-10000420","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","Technology","Accessories","3","Email",3,"No","0","209.97","71.3898","34","No Discount"
"CA-2016-146206","2016-09-10","Critical","2016-09-14",4,"Second Class","41.6","KT-16480","Kean Thornton","Consumer","Returning","UPI","United States","Texas","Houston","77095","Central","FUR-TA-10004086","KI Adjustable-Height Table","Furniture","Tables","5","Ads",5,"No","0.3","300.93","-34.392","-11.428571428571429","Bulk Deal"
"CA-2017-100202","2016-12-31","High","2017-01-05",5,"Standard Class","34.49","BD-11620","Brian DeCherney","Consumer","Returning","Cash on Delivery","United States","California","Anaheim","92804","West","TEC-PH-10002563","Adtran 1202752G1","Technology","Phones","5","Direct",3,"No","0.2","302.376","22.6782","7.500000000000001","Promo"
"CA-2017-155957","2017-11-26","Critical","2017-11-30",4,"Standard Class","20.2","CC-12610","Corey Catlett","Corporate","Returning","Credit Card","United States","Ohio","Columbus","43229","East","OFF-AP-10004708","Fellowes Superior 10 Outlet Split Surge Protector","Office Supplies","Appliances","1","Social Media",7,"No","0.2","213.136","23.9778","11.249999999999998","Promo"
"CA-2017-167003","2017-05-23","High","2017-05-29",6,"Standard Class","10.55","VS-21820","Vivek Sundaresam","Consumer","Returning","UPI","United States","California","Los Angeles","90036","West","FUR-TA-10001520","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Furniture","Tables","1","Referral",3,"No","0.2","171.288","-6.4233","-3.75","Promo"
"CA-2016-115224","2016-12-08","Low","2016-12-11",3,"Second Class","25.71","DB-13615","Doug Bickford","Consumer","Returning","Cash on Delivery","United States","California","San Francisco","94110","West","OFF-ST-10003816","Fellowes High-Stak Drawer Files","Office Supplies","Storage","5","Ads",2,"No","0","352.38","81.0474","23","No Discount"
"CA-2016-160486","2016-12-30","High","2017-01-04",5,"Standard Class","9.94","EH-14185","Evan Henry","Consumer","Returning","Credit Card","United States","Florida","West Palm Beach","33407","South","OFF-PA-10002421","Embossed Ink Jet Note Cards","Office Supplies","Paper","4","Ads",4,"No","0.2","72.224","25.2784","35","Promo"
"CA-2016-103359","2016-12-22","Critical","2016-12-26",4,"Standard Class","3.69","LC-16885","Lena Creighton","Consumer","Returning","Net Banking","United States","New York","New York City","10035","East","OFF-BI-10004233","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Office Supplies","Binders","4","Referral",2,"No","0.2","25.584","8.9544","35","Promo"
"CA-2017-165841","2017-12-21","Critical","2017-12-28",7,"Standard Class","3.86","DB-13210","Dean Braden","Consumer","Returning","UPI","United States","New Jersey","Paterson","7501","East","OFF-SU-10000898","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Office Supplies","Supplies","4","Direct",5,"Yes","0","69.5","20.155","29.000000000000004","No Discount"
"CA-2015-104948","2015-11-13","Critical","2015-11-17",4,"Standard Class","92.43","KH-16510","Keith Herrera","Consumer","New","Cash on Delivery","United States","California","San Bernardino","92404","West","FUR-BO-10004357","O'Sullivan Living Dimensions 3-Shelf Bookcases","Furniture","Bookcases","5","Ads",4,"No","0.15","683.332","-40.196","-5.88235294117647","Promo"
"CA-2015-119942","2015-04-05","High","2015-04-07",2,"First Class","3.42","TT-21070","Ted Trevino","Consumer","Returning","UPI","United States","Pennsylvania","Philadelphia","19120","East","OFF-LA-10001569","Avery 499","Office Supplies","Labels","3","Referral",6,"No","0.2","23.904","7.7688","32.5","Promo"
"CA-2017-146164","2017-12-22","High","2017-12-26",4,"Standard Class","79.66","CM-12190","Charlotte Melton","Consumer","Returning","UPI","United States","Minnesota","Rochester","55901","Central","FUR-TA-10004915","Office Impressions End Table, 20-1/2""H x 24""W x 20""D","Furniture","Tables","1","Social Media",2,"No","0","607.52","97.2032","16","No Discount"
"US-2017-151316","2017-06-24","Critical","2017-06-30",6,"Standard Class","13.19","MC-17635","Matthew Clasen","Corporate","New","Cash on Delivery","United States","Illinois","Decatur","62521","Central","OFF-BI-10004632","Ibico Hi-Tech Manual Binding System","Office Supplies","Binders","4","Social Media",3,"No","0.8","182.994","-320.2395","-175.00000000000003","Clearance"
"US-2017-164147","2017-02-02","Medium","2017-02-05",3,"First Class","1.18","DW-13585","Dorothy Wardle","Corporate","Returning","Cash on Delivery","United States","Ohio","Columbus","43229","East","OFF-FA-10002780","Staples","Office Supplies","Fasteners","1","Social Media",9,"No","0.2","21.456","6.9732","32.5","Promo"
"CA-2017-144932","2017-04-14","Medium","2017-04-17",3,"First Class","2.17","AB-10165","Alan Barnes","Consumer","Returning","Credit Card","United States","Ohio","Toledo","43615","East","OFF-AR-10003560","Zebra Zazzle Fluorescent Highlighters","Office Supplies","Art","5","Direct",3,"No","0.2","14.592","2.5536","17.5","Promo"
"CA-2014-157546","2014-07-20","High","2014-07-22",2,"First Class","10.42","RD-19720","Roger Demir","Consumer","New","Cash on Delivery","United States","California","San Francisco","94122","West","OFF-BI-10002498","Clear Mylar Reinforcing Strips","Office Supplies","Binders","5","Social Media",6,"No","0.2","89.712","30.2778","33.75","Promo"
"CA-2015-139248","2015-07-25","Medium","2015-07-30",5,"Standard Class","36.62","RD-19930","Russell D'Ascenzo","Consumer","Returning","Net Banking","United States","California","Los Angeles","90032","West","TEC-PH-10004094","Motorola L703CM","Technology","Phones","4","Referral",5,"No","0.2","623.96","38.9975","6.25","Promo"
"CA-2014-120775","2014-10-03","Medium","2014-10-07",4,"Standard Class","2.38","RD-19930","Russell D'Ascenzo","Consumer","Returning","Credit Card","United States","Texas","Dallas","75217","Central","FUR-FU-10000758","DAX Natural Wood-Tone Poster Frame","Furniture","Furnishings","3","Direct",3,"No","0.6","31.776","-19.0656","-60","Clearance"
"CA-2016-112739","2016-09-02","Critical","2016-09-07",5,"Second Class","0.62","RD-19810","Ross DeVincentis","Home Office","Returning","Net Banking","United States","Texas","Houston","77070","Central","OFF-BI-10001132","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""","Office Supplies","Binders","2","Referral",8,"No","0.8","8.608","-13.3424","-154.99999999999997","Clearance"
"CA-2017-110884","2017-03-07","Medium","2017-03-12",5,"Standard Class","1.75","SH-20395","Shahid Hopkins","Consumer","New","Credit Card","United States","New York","New York City","10035","East","OFF-BI-10003669","3M Organizer Strips","Office Supplies","Binders","5","Direct",6,"No","0.2","25.92","9.072","34.99999999999999","Promo"
"CA-2017-121888","2017-09-15","Low","2017-09-17",2,"Second Class","4.99","CL-11890","Carl Ludwig","Consumer","Returning","UPI","United States","Massachusetts","Everett","2149","East","TEC-PH-10000439","GE DSL Phone Line Filter","Technology","Phones","2","Direct",1,"No","0","39.99","11.5971","28.999999999999996","No Discount"
"CA-2017-158036","2017-09-08","Critical","2017-09-14",6,"Standard Class","4.22","DB-13555","Dorothy Badders","Corporate","Returning","Credit Card","United States","Ohio","Dublin","43017","East","TEC-AC-10002558","Imation Swivel Flash Drive USB flash drive - 8 GB","Technology","Accessories","5","Social Media",1,"No","0.2","9.096","1.7055","18.75","Promo"
"US-2017-120418","2017-06-11","Critical","2017-06-12",1,"First Class","25.59","BC-11125","Becky Castell","Home Office","New","Credit Card","United States","Arizona","Peoria","85345","West","OFF-ST-10001809","Fellowes Officeware Wire Shelving","Office Supplies","Storage","4","Direct",3,"No","0.2","215.592","-48.5082","-22.5","Promo"
"CA-2015-138457","2015-09-13","High","2015-09-17",4,"Standard Class","1.83","AM-10705","Anne McFarland","Consumer","Returning","Cash on Delivery","United States","North Carolina","Jacksonville","28540","South","OFF-BI-10000014","Heavy-Duty E-Z-D Binders","Office Supplies","Binders","3","Ads",4,"No","0.7","13.092","-10.0372","-76.66666666666666","Clearance"
"CA-2016-153185","2016-09-03","Low","2016-09-08",5,"Standard Class","2.44","MH-17620","Matt Hagelstein","Corporate","Returning","Cash on Delivery","United States","Ohio","Cincinnati","45231","East","OFF-PA-10002246","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","Office Supplies","Paper","2","Email",6,"No","0.2","30.96","11.223","36.25","Promo"
"CA-2016-121671","2016-07-17","Medium","2016-07-22",5,"Standard Class","0.59","AA-10480","Andrew Allen","Consumer","Returning","UPI","United States","Missouri","Springfield","65807","Central","OFF-PA-10001892","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","Office Supplies","Paper","3","Social Media",1,"No","0","7.64","3.7436","49","No Discount"
"US-2015-142811","2015-04-02","Critical","2015-04-07",5,"Standard Class","9.43","JL-15850","John Lucas","Consumer","Returning","Net Banking","United States","Arizona","Mesa","85204","West","TEC-PH-10003095","Samsung HM1900 Bluetooth Headset","Technology","Phones","5","Email",5,"No","0.2","87.8","32.925","37.5","Promo"
"CA-2017-139948","2017-07-17","High","2017-07-22",5,"Standard Class","0.46","SW-20455","Shaun Weien","Consumer","New","Credit Card","United States","Florida","Tampa","33614","South","FUR-FU-10002597","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","Furniture","Furnishings","4","Ads",2,"No","0.2","7.904","2.1736","27.500000000000004","Promo"
"CA-2014-110849","2014-04-18","Medium","2014-04-23",5,"Standard Class","1.54","JL-15835","John Lee","Consumer","Returning","Net Banking","United States","California","Los Angeles","90049","West","OFF-AR-10000657","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","Office Supplies","Art","2","Direct",5,"No","0","10.75","3.5475","33","No Discount"
"US-2014-121734","2014-04-11","High","2014-04-16",5,"Standard Class","1.31","SE-20110","Sanjit Engle","Consumer","Returning","Net Banking","United States","Idaho","Lewiston","83501","West","OFF-BI-10004817","GBC Personal VeloBind Strips","Office Supplies","Binders","5","Email",1,"No","0.2","9.584","3.3544","35","Promo"
"US-2017-107384","2017-12-04","Medium","2017-12-08",4,"Standard Class","17.93","TP-21130","Theone Pippenger","Consumer","New","Cash on Delivery","United States","Minnesota","Rochester","55901","Central","TEC-AC-10004595","First Data TMFD35 PIN Pad","Technology","Accessories","4","Ads",1,"No","0","142.8","29.988","21","No Discount"
"CA-2016-112669","2016-04-14","Critical","2016-04-14",0,"Same Day","5.45","KT-16465","Kean Takahito","Consumer","Returning","Credit Card","United States","Arizona","Glendale","85301","West","OFF-ST-10001228","Fellowes Personal Hanging Folder Files, Navy","Office Supplies","Storage","2","Email",4,"No","0.2","42.976","4.2976","10","Promo"
"CA-2016-115476","2016-03-17","Low","2016-03-17",0,"Same Day","13.05","VM-21835","Vivian Mathis","Consumer","Returning","Net Banking","United States","Delaware","Newark","19711","East","TEC-PH-10000673","Plantronics Voyager Pro HD - Bluetooth Headset","Technology","Phones","5","Email",2,"No","0","129.98","62.3904","48.00000000000001","No Discount"
"CA-2016-114951","2016-06-26","Critical","2016-07-03",7,"Standard Class","2.9","DN-13690","Duane Noonan","Consumer","New","UPI","United States","California","San Francisco","94109","West","FUR-FU-10002364","Eldon Expressions Wood Desk Accessories, Oak","Furniture","Furnishings","4","Social Media",3,"No","0","22.14","6.4206","28.999999999999996","No Discount"
"CA-2017-160899","2017-08-11","Medium","2017-08-13",2,"Second Class","62.82","DR-12940","Daniel Raglin","Home Office","Returning","UPI","United States","Louisiana","Lake Charles","70601","South","OFF-BI-10000632","Satellite Sectional Post Binders","Office Supplies","Binders","5","Referral",11,"No","0","477.51","219.6546","46","No Discount"
"CA-2017-131625","2017-09-01","Medium","2017-09-05",4,"Second Class","14.45","BN-11515","Bradley Nguyen","Consumer","Returning","Credit Card","United States","New York","New York City","10009","East","FUR-FU-10004960","Seth Thomas 12"" Clock w/ Goldtone Case","Furniture","Furnishings","2","Social Media",5,"No","0","114.9","39.066","34","No Discount"
"CA-2017-148411","2017-09-24","Low","2017-09-26",2,"First Class","43.72","RO-19780","Rose O'Brian","Consumer","Returning","Credit Card","United States","Illinois","Chicago","60623","Central","FUR-CH-10003973","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","5","Direct",2,"No","0.3","520.464","-14.8704","-2.8571428571428568","Bulk Deal"
"CA-2014-146885","2014-05-30","High","2014-06-05",6,"Standard Class","1.97","EB-13840","Ellis Ballard","Corporate","Returning","UPI","United States","Virginia","Richmond","23223","South","OFF-PA-10001622","Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled","Office Supplies","Paper","2","Referral",3,"No","0","13.62","6.129","45","No Discount"
"CA-2014-160262","2014-06-09","Medium","2014-06-13",4,"Second Class","4.38","TS-21205","Thomas Seio","Corporate","New","Net Banking","United States","Nevada","North Las Vegas","89031","West","FUR-FU-10002685","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","Furniture","Furnishings","3","Email",2,"No","0","37.4","14.212","38","No Discount"
"CA-2014-157623","2014-03-14","Critical","2014-03-18",4,"Standard Class","0.28","DK-13225","Dean Katz","Corporate","Returning","Cash on Delivery","United States","California","Huntington Beach","92646","West","OFF-AR-10003723","Avery Hi-Liter Fluorescent Desk Style Markers","Office Supplies","Art","5","Direct",1,"No","0","3.38","1.2506","37","No Discount"
"CA-2014-137589","2014-11-03","Critical","2014-11-08",5,"Standard Class","14.9","MS-17770","Maxwell Schwartz","Consumer","Returning","Cash on Delivery","United States","Pennsylvania","Lancaster","17602","East","OFF-SU-10000157","Compact Automatic Electric Letter Opener","Office Supplies","Supplies","3","Ads",3,"Yes","0.2","286.344","-64.4274","-22.500000000000004","Promo"
"CA-2015-137302","2015-04-26","Medium","2015-05-01",5,"Standard Class","23.17","BW-11110","Bart Watters","Corporate","Returning","Cash on Delivery","United States","California","San Diego","92105","West","TEC-PH-10003174","RCA ViSYS 25825 Wireless digital phone","Technology","Phones","4","Social Media",3,"No","0.2","311.976","38.997","12.5","Promo"
"CA-2016-149272","2016-03-15","Medium","2016-03-19",4,"Standard Class","49.24","MY-18295","Muhammed Yedwab","Corporate","Returning","Credit Card","United States","Texas","Bryan","77803","Central","FUR-CH-10000863","Novimex Swivel Fabric Task Chair","Furniture","Chairs","1","Ads",5,"No","0.3","528.43","-143.431","-27.142857142857146","Bulk Deal"
"US-2015-153500","2015-07-03","Medium","2015-07-05",2,"First Class","0.91","DG-13300","Deirdre Greer","Corporate","Returning","Cash on Delivery","United States","Pennsylvania","Philadelphia","19134","East","OFF-PA-10001307","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","Office Supplies","Paper","2","Social Media",2,"No","0.2","6.72","2.436","36.25","Promo"
"CA-2017-164042","2017-05-23","Medium","2017-05-27",4,"Standard Class","0.23","KL-16645","Ken Lonsdale","Consumer","Returning","Net Banking","United States","Texas","Houston","77095","Central","OFF-FA-10000840","OIC Thumb-Tacks","Office Supplies","Fasteners","2","Email",2,"No","0.2","1.824","0.6156","33.75","Promo"
"CA-2016-147536","2016-12-26","Critical","2016-12-31",5,"Standard Class","10.98","AR-10510","Andrew Roberts","Consumer","Returning","Net Banking","United States","New York","New York City","10024","East","TEC-AC-10003280","Belkin F8E887 USB Wired Ergonomic Keyboard","Technology","Accessories","2","Social Media",3,"No","0","89.97","18.8937","21","No Discount"
"CA-2014-102085","2014-10-04","Medium","2014-10-09",5,"Standard Class","3.93","JD-16015","Joy Daniels","Consumer","Returning","Cash on Delivery","United States","Washington","Seattle","98115","West","OFF-LA-10002475","Avery 519","Office Supplies","Labels","4","Referral",4,"No","0","29.24","13.7428","47","No Discount"
"CA-2014-156244","2014-08-12","High","2014-08-16",4,"Standard Class","13.84","DH-13675","Duane Huffman","Home Office","New","UPI","United States","Florida","Miami","33180","South","TEC-AC-10002473","Maxell 4.7GB DVD-R","Technology","Accessories","1","Email",7,"No","0.2","158.928","41.7186","26.25","Promo"
"CA-2017-100580","2017-08-13","Medium","2017-08-20",7,"Standard Class","2.88","MK-17905","Michael Kennedy","Corporate","Returning","Net Banking","United States","California","San Diego","92037","West","OFF-BI-10000069","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","Office Supplies","Binders","4","Direct",3,"No","0.2","36.024","11.7078","32.5","Promo"
"US-2017-100930","2017-04-07","High","2017-04-12",5,"Standard Class","21.11","CS-12400","Christopher Schild","Home Office","New","UPI","United States","Florida","Tampa","33614","South","FUR-TA-10001705","Bush Advantage Collection Round Conference Table","Furniture","Tables","4","Email",2,"No","0.45","233.86","-102.048","-43.63636363636363","Clearance"
"CA-2017-118360","2017-04-01","Critical","2017-04-07",6,"Standard Class","3.11","JC-15775","John Castell","Consumer","Returning","Net Banking","United States","New York","New York City","10011","East","OFF-PA-10000791","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Office Supplies","Paper","3.3596491228070176","Social Media",9,"No","0","42.93","19.3185","45","No Discount"
"US-2016-115455","2016-09-08","Medium","2016-09-14",6,"Standard Class","1.14","SE-20110","Sanjit Engle","Consumer","Returning","UPI","United States","Illinois","Wheeling","60090","Central","FUR-FU-10004671","Executive Impressions 12"" Wall Clock","Furniture","Furnishings","3","Social Media",2,"No","0.6","14.136","-7.7748","-55.00000000000001","Clearance"
"US-2015-138093","2015-12-10","High","2015-12-16",6,"Standard Class","2.98","KM-16225","Kalyca Meade","Corporate","Returning","Credit Card","United States","Maryland","Baltimore","21215","East","OFF-PA-10000143","Astroparche Fine Business Paper","Office Supplies","Paper","5","Social Media",5,"No","0","26.4","12.672","48.00000000000001","No Discount"
"CA-2015-127754","2015-07-26","Medium","2015-07-31",5,"Standard Class","13.87","CK-12760","Cyma Kinney","Corporate","Returning","Cash on Delivery","United States","Arizona","Glendale","85301","West","FUR-CH-10003199","Office Star - Contemporary Task Swivel Chair","Furniture","Chairs","1","Direct",3,"No","0.2","266.352","13.3176","5.000000000000001","Promo"
"CA-2014-163552","2014-07-11","Medium","2014-07-15",4,"Standard Class","9.11","LA-16780","Laura Armstrong","Corporate","Returning","Cash on Delivery","United States","New Jersey","Hackensack","7601","East","OFF-PA-10000474","Easy-staple paper","Office Supplies","Paper","3","Direct",5,"Yes","0","177.2","83.284","47.00000000000001","No Discount"
"CA-2017-125199","2017-10-19","Critical","2017-10-25",6,"Standard Class","2.26","HM-14860","Harry Marie","Corporate","Returning","Cash on Delivery","United States","Pennsylvania","Philadelphia","19120","East","OFF-PA-10004041","It's Hot Message Books with Stickers, 2 3/4"" x 5""","Office Supplies","Paper","1","Ads",4,"No","0.2","23.68","7.4","31.25","Promo"
"CA-2017-155824","2017-03-10","High","2017-03-15",5,"Standard Class","1.16","KS-16300","Karen Seio","Corporate","Returning","Cash on Delivery","United States","North Carolina","Raleigh","27604","South","OFF-BI-10000014","Heavy-Duty E-Z-D Binders","Office Supplies","Binders","3","Ads",4,"No","0.7","13.092","-10.0372","-76.66666666666666","Clearance"
"CA-2017-102197","2017-12-20","Critical","2017-12-26",6,"Standard Class","38.89","DK-13150","David Kendrick","Corporate","Returning","Cash on Delivery","United States","New York","New York City","10009","East","OFF-PA-10001970","Xerox 1908","Office Supplies","Paper","3","Email",5,"Yes","0","279.9","137.151","49.00000000000001","No Discount"
"CA-2016-101161","2016-10-13","Critical","2016-10-20",7,"Standard Class","10.77","BW-11110","Bart Watters","Corporate","New","Credit Card","United States","New York","New York City","10024","East","OFF-ST-10003123","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Office Supplies","Storage","4","Email",3,"No","0","99.87","23.9688","24.000000000000004","No Discount"
"CA-2015-107678","2015-04-21","Low","2015-04-28",7,"Standard Class","3.16","JK-16090","Juliana Krohn","Consumer","Returning","Credit Card","United States","Kentucky","Louisville","40214","South","OFF-BI-10002215","Wilson Jones Hanging View Binder, White, 1""","Office Supplies","Binders","2","Social Media",3,"No","0","21.3","9.798","46","No Discount"
"CA-2016-142902","2016-09-12","Critical","2016-09-14",2,"Second Class","0.7","BP-11185","Ben Peterman","Corporate","Returning","Cash on Delivery","United States","Colorado","Arvada","80004","West","OFF-LA-10000634","Avery 509","Office Supplies","Labels","4","Email",3,"No","0.2","6.264","2.0358","32.5","Promo"
"CA-2017-134418","2017-09-15","Critical","2017-09-20",5,"Standard Class","1.79","GM-14500","Gene McClure","Consumer","Returning","Net Banking","United States","Washington","Seattle","98103","West","OFF-AR-10004441","BIC Brite Liner Highlighters","Office Supplies","Art","1","Email",3,"No","0","12.42","5.2164","42.00000000000001","No Discount"
"CA-2014-169803","2014-04-06","Medium","2014-04-12",6,"Standard Class","4.5","SC-20260","Scott Cohen","Corporate","Returning","Cash on Delivery","United States","Washington","Seattle","98115","West","TEC-AC-10003441","Kingston Digital DataTraveler 32GB USB 2.0","Technology","Accessories","4","Referral",2,"No","0","33.9","2.034","6","No Discount"
"CA-2017-120894","2017-04-28","Medium","2017-05-02",4,"Standard Class","1.68","JL-15130","Jack Lebron","Consumer","Returning","UPI","United States","North Carolina","Wilmington","28403","South","OFF-AP-10000252","Harmony HEPA Quiet Air Purifiers","Office Supplies","Appliances","3.423076923076923","Direct",3,"No","0.2","28.08","5.265","18.75","Promo"
"US-2014-107699","2014-05-19","Critical","2014-05-23",4,"Standard Class","6.74","JH-15820","John Huston","Consumer","Returning","Cash on Delivery","United States","Michigan","Midland","48640","Central","OFF-BI-10001249","Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies","Binders","3","Referral",9,"No","0","57.42","26.4132","46","No Discount"
"CA-2016-124485","2016-11-24","Medium","2016-11-26",2,"First Class","12.81","NC-18340","Nat Carroll","Consumer","New","Cash on Delivery","United States","New York","New York City","10035","East","TEC-AC-10002323","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","5","Ads",4,"No","0","88.4","11.492","13","No Discount"
"CA-2015-102316","2015-03-01","Critical","2015-03-03",2,"Second Class","2.1","DH-13075","Dave Hallsten","Corporate","Returning","Credit Card","United States","California","Los Angeles","90045","West","TEC-PH-10000376","Square Credit Card Reader","Technology","Phones","3","Social Media",2,"No","0.2","15.984","1.1988","7.500000000000001","Promo"
"CA-2015-141012","2015-06-09","Low","2015-06-11",2,"Second Class","12.15","TG-21640","Trudy Glocke","Consumer","Returning","UPI","United States","Idaho","Pocatello","83201","West","TEC-PH-10004522","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","Technology","Phones","1","Ads",3,"No","0.2","140.376","8.7735","6.25","Promo"
"CA-2016-157588","2016-07-14","High","2016-07-19",5,"Standard Class","5.85","AR-10570","Anemone Ratner","Consumer","New","UPI","United States","Georgia","Columbus","31907","South","FUR-FU-10004848","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","Furniture","Furnishings","4","Referral",1,"No","0","51.75","15.525","30","No Discount"
"CA-2017-107748","2017-12-10","Critical","2017-12-12",2,"Second Class","1.94","AG-10330","Alex Grayson","Consumer","Returning","UPI","United States","California","Stockton","95207","West","OFF-PA-10002005","Xerox 225","Office Supplies","Paper","3","Referral",2,"No","0","12.96","6.2208","47.99999999999999","No Discount"
